city_town,ward,precinct,receiver,votes,office,district
Amherst,-,4,Trump/ Pence,162,President,
Amherst,-,4,Johnson/ Weld,46,President,
Amherst,-,4,Stein/ Baraka,21,President,
Amherst,-,4,Mcmullin/ Johnson,0,President,
Amherst,-,4,Kotlikoff/ Leamer,0,President,
Amherst,-,4,Feegbeh/ O'Brien,0,President,
Amherst,-,4,Moorehead/ Lilly,0,President,
Amherst,-,4,Schoenke/ Mitchel,0,President,
Amherst,-,4,All Others,31,President,
Amherst,-,4,No Preference,0,President,
Amherst,-,4,Blanks,16,President,
Amherst,-,4,Total Votes Cast,1186,President,
Amherst,-,5,Clinton/ Kaine,1023,President,
Amherst,-,5,Trump/ Pence,95,President,
Amherst,-,5,Johnson/ Weld,19,President,
Amherst,-,5,Stein/ Baraka,40,President,
Amherst,-,5,Mcmullin/ Johnson,3,President,
Amherst,-,5,Kotlikoff/ Leamer,0,President,
Amherst,-,5,Feegbeh/ O'Brien,0,President,
Amherst,-,5,Moorehead/ Lilly,0,President,
Amherst,-,5,Schoenke/ Mitchel,0,President,
Amherst,-,5,All Others,11,President,
Amherst,-,5,No Preference,0,President,
Amherst,-,5,Blanks,16,President,
Amherst,-,5,Total Votes Cast,1207,President,
Amherst,-,6,Clinton/ Kaine,1464,President,
Amherst,-,6,Trump/ Pence,134,President,
Amherst,-,6,Johnson/ Weld,40,President,
Amherst,-,6,Stein/ Baraka,64,President,
Amherst,-,6,Mcmullin/ Johnson,0,President,
Amherst,-,6,Kotlikoff/ Leamer,0,President,
Amherst,-,6,Feegbeh/ O'Brien,0,President,
Amherst,-,6,Moorehead/ Lilly,0,President,
Amherst,-,6,Schoenke/ Mitchel,0,President,
Amherst,-,6,All Others,34,President,
Amherst,-,6,No Preference,0,President,
Amherst,-,6,Blanks,22,President,
Amherst,-,6,Total Votes Cast,1758,President,
Amherst,-,7,Clinton/ Kaine,1440,President,
Amherst,-,7,Trump/ Pence,131,President,
Amherst,-,7,Johnson/ Weld,37,President,
Amherst,-,7,Stein/ Baraka,64,President,
Amherst,-,7,Mcmullin/ Johnson,2,President,
Amherst,-,7,Kotlikoff/ Leamer,0,President,
Amherst,-,7,Feegbeh/ O'Brien,0,President,
Amherst,-,7,Moorehead/ Lilly,0,President,
Amherst,-,7,Schoenke/ Mitchel,0,President,
Amherst,-,7,All Others,31,President,
